timestamp,area_name,traffic_level,nearby_events,day_of_week,total_slots,occupied_slots,available_slots
2024-01-19 04:00:00,Shopping Mall,4,0,5,75,25,50
2024-01-19 05:00:00,City Center,7,0,4,150,87,63
2024-01-19 05:00:00,Shopping Mall,8,0,2,150,95,55
2024-01-19 06:00:00,Cricket Stadium,8,0,4,75,53,22
2024-01-19 06:00:00,Airport,7,0,3,150,84,66
2024-01-19 08:00:00,Cricket Stadium,9,0,6,200,139,61
2024-01-19 09:00:00,Cricket Stadium,10,0,0,200,163,37
2024-01-19 09:00:00,City Center,2,0,5,75,13,62
2024-01-19 10:00:00,Cricket Stadium,7,0,6,100,59,41
2024-01-19 10:00:00,Airport,4,0,1,150,52,98
2024-01-19 12:00:00,Airport,2,0,2,100,15,85
2024-01-19 13:00:00,Cricket Stadium,1,1,2,150,45,105
2024-01-19 13:00:00,Railway Station,9,0,3,150,106,44
2024-01-19 14:00:00,Cricket Stadium,10,0,1,75,62,13
2024-01-19 14:00:00,Tech Park,2,0,6,75,16,59
2024-01-19 15:00:00,Metro Station,7,0,3,75,38,37
2024-01-19 17:00:00,Tech Park,3,0,3,150,33,117
2024-01-19 20:00:00,Shopping Mall,8,0,1,100,67,33
2024-01-19 20:00:00,Airport,7,0,5,75,41,34
2024-01-19 21:00:00,City Center,10,1,2,150,150,0
2024-01-19 22:00:00,Tech Park,9,0,3,100,69,31
2024-01-19 22:00:00,City Center,8,0,1,75,51,24
2024-01-19 23:00:00,City Center,3,0,4,75,14,61
2024-01-20 00:00:00,Shopping Mall,3,0,2,50,8,42
2024-01-20 02:00:00,City Center,9,0,5,100,67,33
2024-01-20 03:00:00,Airport,10,0,3,150,122,28
2024-01-20 04:00:00,Metro Station,8,0,6,150,92,58
2024-01-20 06:00:00,Railway Station,2,0,0,100,16,84
2024-01-20 12:00:00,Metro Station,8,0,0,150,97,53
2024-01-20 13:00:00,Tech Park,10,0,5,100,81,19
2024-01-20 14:00:00,Airport,2,0,0,75,8,67
2024-01-20 14:00:00,Metro Station,9,0,2,100,67,33
2024-01-20 14:00:00,City Center,6,0,1,150,72,78
2024-01-20 15:00:00,Airport,6,0,1,100,49,51
2024-01-20 15:00:00,Tech Park,6,0,6,75,35,40
2024-01-20 15:00:00,Railway Station,1,0,3,150,7,143
2024-01-20 16:00:00,Shopping Mall,2,1,4,100,37,63
2024-01-20 17:00:00,Tech Park,3,0,2,50,12,38
2024-01-20 18:00:00,City Center,5,0,2,150,62,88
2024-01-20 20:00:00,Railway Station,1,0,4,75,5,70
2024-01-20 20:00:00,Tech Park,10,0,4,75,56,19
2024-01-20 21:00:00,Metro Station,5,0,1,50,19,31
2024-01-20 21:00:00,Tech Park,9,0,0,100,75,25
2024-01-20 22:00:00,Tech Park,3,0,6,75,13,62
2024-01-20 23:00:00,Shopping Mall,5,0,6,200,81,119
2024-01-21 00:00:00,Railway Station,10,0,3,100,81,19
2024-01-21 05:00:00,Airport,2,1,1,100,31,69
2024-01-21 05:00:00,Airport,5,0,0,50,25,25
2024-01-21 06:00:00,Metro Station,5,0,6,200,85,115
2024-01-21 06:00:00,Airport,3,0,0,150,37,113
2024-01-21 08:00:00,Metro Station,10,0,3,100,79,21
2024-01-21 10:00:00,Tech Park,9,0,1,50,38,12
2024-01-21 11:00:00,Shopping Mall,1,0,3,150,12,138
2024-01-21 11:00:00,Shopping Mall,2,0,5,100,13,87
2024-01-21 12:00:00,Airport,7,0,6,100,55,45
2024-01-21 15:00:00,Airport,10,0,2,75,58,17
2024-01-21 15:00:00,Shopping Mall,8,0,4,150,96,54
2024-01-21 17:00:00,Tech Park,6,0,2,150,73,77
2024-01-21 18:00:00,Railway Station,2,0,5,75,9,66
2024-01-21 19:00:00,Metro Station,1,0,4,100,3,97
2024-01-21 21:00:00,Metro Station,6,0,5,200,97,103
2024-01-21 21:00:00,Tech Park,2,0,1,50,6,44
2024-01-21 22:00:00,Metro Station,5,0,3,100,37,63
2024-01-21 22:00:00,Airport,9,0,2,150,108,42
2024-01-21 23:00:00,Tech Park,7,0,4,150,81,69
2024-01-22 01:00:00,Tech Park,5,0,1,150,64,86
2024-01-22 01:00:00,City Center,4,0,5,75,22,53
2024-01-22 03:00:00,Railway Station,10,0,3,75,63,12
2024-01-22 04:00:00,Cricket Stadium,7,0,6,100,58,42
2024-01-22 05:00:00,Shopping Mall,5,0,6,100,44,56
2024-01-22 07:00:00,City Center,5,0,0,150,58,92
2024-01-22 07:00:00,Shopping Mall,3,0,2,200,51,149
2024-01-22 08:00:00,Railway Station,4,0,2,75,19,56
2024-01-22 09:00:00,City Center,1,0,2,150,16,134
2024-01-22 09:00:00,Cricket Stadium,6,0,3,200,94,106
2024-01-22 10:00:00,Airport,7,0,5,75,42,33
2024-01-22 11:00:00,Tech Park,8,0,6,150,98,52
2024-01-22 11:00:00,Metro Station,8,1,1,100,88,12
2024-01-22 12:00:00,Tech Park,1,0,6,150,13,137
2024-01-22 13:00:00,Railway Station,3,0,5,150,33,117
2024-01-22 15:00:00,Cricket Stadium,1,0,0,200,18,182
2024-01-22 15:00:00,Metro Station,5,0,3,75,27,48
2024-01-22 16:00:00,Airport,4,0,3,150,52,98
2024-01-22 18:00:00,Airport,9,0,4,150,111,39
2024-01-22 19:00:00,Tech Park,9,0,3,100,75,25
2024-01-22 19:00:00,Tech Park,3,1,5,50,27,23
2024-01-22 19:00:00,Tech Park,7,0,5,100,59,41
2024-01-22 20:00:00,Shopping Mall,1,0,3,150,16,134
2024-01-22 20:00:00,Metro Station,8,0,6,50,27,23
2024-01-22 23:00:00,Railway Station,3,0,6,100,24,76
2024-01-22 23:00:00,Shopping Mall,2,0,0,150,26,124
2024-01-23 00:00:00,Cricket Stadium,4,0,4,150,50,100
2024-01-23 01:00:00,Railway Station,2,0,1,200,33,167
2024-01-23 02:00:00,Airport,9,0,0,100,71,29
2024-01-23 06:00:00,Metro Station,8,0,5,100,63,37
2024-01-23 06:00:00,City Center,1,0,6,100,4,96
2024-01-23 07:00:00,Tech Park,4,0,6,50,16,34
2024-01-23 07:00:00,Metro Station,1,0,6,100,7,93
2024-01-23 07:00:00,Metro Station,6,0,6,200,98,102
2024-01-23 08:00:00,Railway Station,5,0,2,150,65,85
2024-01-23 09:00:00,Airport,9,0,0,100,70,30
2024-01-23 10:00:00,Tech Park,3,0,1,100,22,78
2024-01-23 12:00:00,Metro Station,10,0,0,75,58,17
2024-01-23 12:00:00,Metro Station,7,0,2,150,79,71
2024-01-23 13:00:00,Tech Park,9,0,1,150,104,46
2024-01-23 13:00:00,Cricket Stadium,10,0,2,100,80,20
2024-01-23 16:00:00,Tech Park,1,0,1,150,15,135
2024-01-23 17:00:00,Cricket Stadium,6,0,3,100,45,55
2024-01-23 17:00:00,Airport,10,0,4,200,163,37
2024-01-23 17:00:00,Airport,10,0,2,75,58,17
2024-01-23 17:00:00,Shopping Mall,10,0,0,75,64,11
2024-01-23 18:00:00,Shopping Mall,7,0,4,100,54,46
2024-01-23 18:00:00,Metro Station,3,0,5,150,33,117
2024-01-23 19:00:00,Railway Station,4,0,0,150,44,106
2024-01-23 20:00:00,City Center,4,0,6,150,47,103
2024-01-23 22:00:00,Railway Station,8,0,3,100,63,37
2024-01-23 22:00:00,Airport,3,0,3,200,45,155
2024-01-23 23:00:00,Tech Park,9,0,5,200,143,57
2024-01-23 23:00:00,Railway Station,2,0,6,100,11,89
2024-01-23 23:00:00,City Center,6,0,1,200,93,107
2024-01-24 03:00:00,Tech Park,7,0,3,100,51,49
2024-01-24 03:00:00,Metro Station,5,0,5,100,36,64
2024-01-24 03:00:00,Shopping Mall,5,0,2,75,34,41
2024-01-24 03:00:00,Railway Station,7,0,5,75,40,35
2024-01-24 04:00:00,Airport,6,0,0,100,43,57
2024-01-24 04:00:00,Shopping Mall,5,0,6,100,38,62
2024-01-24 04:00:00,City Center,5,0,6,200,78,122
2024-01-24 06:00:00,City Center,7,0,4,75,47,28
2024-01-24 07:00:00,City Center,8,0,3,100,64,36
2024-01-24 08:00:00,Cricket Stadium,1,0,4,100,11,89
2024-01-24 08:00:00,City Center,4,0,6,150,43,107
2024-01-24 09:00:00,City Center,7,1,3,100,77,23
2024-01-24 12:00:00,Cricket Stadium,3,0,4,50,11,39
2024-01-24 12:00:00,City Center,9,0,1,75,56,19
2024-01-24 14:00:00,Railway Station,9,0,6,75,57,18
2024-01-24 14:00:00,Airport,2,0,5,75,14,61
2024-01-24 14:00:00,Cricket Stadium,4,0,1,100,37,63
2024-01-24 17:00:00,Tech Park,9,0,4,100,74,26
2024-01-24 20:00:00,Metro Station,2,0,2,50,13,37
2024-01-24 20:00:00,Metro Station,2,0,2,100,16,84
2024-01-24 21:00:00,Tech Park,10,0,2,75,61,14
2024-01-24 21:00:00,Metro Station,7,0,2,100,61,39
2024-01-24 21:00:00,Railway Station,7,0,3,150,82,68
2024-01-24 22:00:00,Metro Station,10,0,3,150,121,29
2024-01-25 02:00:00,Tech Park,6,1,5,150,104,46
2024-01-25 03:00:00,Railway Station,4,0,6,150,49,101
2024-01-25 03:00:00,Cricket Stadium,4,0,4,150,44,106
2024-01-25 04:00:00,Railway Station,1,0,6,50,8,42
2024-01-25 05:00:00,City Center,3,0,6,150,40,110
2024-01-25 08:00:00,Tech Park,10,0,0,100,75,25
2024-01-25 09:00:00,Cricket Stadium,5,0,3,100,36,64
2024-01-25 09:00:00,Tech Park,2,0,2,150,21,129
2024-01-25 09:00:00,Airport,10,0,3,100,79,21
2024-01-25 11:00:00,Tech Park,8,0,1,100,67,33
2024-01-25 12:00:00,Metro Station,4,0,5,150,52,98
2024-01-25 15:00:00,Cricket Stadium,8,0,3,150,92,58
2024-01-25 17:00:00,Railway Station,5,0,3,75,30,45
2024-01-25 17:00:00,Railway Station,1,0,5,100,3,97
2024-01-25 18:00:00,Cricket Stadium,10,0,0,150,116,34
2024-01-25 19:00:00,Tech Park,7,0,1,100,61,39
2024-01-25 19:00:00,Metro Station,9,0,3,100,71,29
2024-01-25 19:00:00,Cricket Stadium,8,0,3,75,47,28
2024-01-25 20:00:00,Tech Park,1,0,5,75,9,66
2024-01-25 20:00:00,Cricket Stadium,2,0,6,150,21,129
2024-01-25 20:00:00,Shopping Mall,10,0,2,150,125,25
2024-01-25 21:00:00,Railway Station,5,0,3,100,45,55
2024-01-25 21:00:00,Cricket Stadium,6,1,4,100,64,36
2024-01-25 21:00:00,Cricket Stadium,2,1,2,100,40,60
2024-01-25 22:00:00,Airport,1,0,1,75,3,72
2024-01-25 22:00:00,Metro Station,9,0,4,100,68,32
2024-01-25 23:00:00,Railway Station,7,0,6,150,85,65
2024-01-26 00:00:00,Cricket Stadium,7,1,5,100,81,19
2024-01-26 01:00:00,Shopping Mall,6,0,3,150,76,74
2024-01-26 02:00:00,Shopping Mall,8,0,6,50,32,18
2024-01-26 03:00:00,Cricket Stadium,5,0,1,100,35,65
2024-01-26 03:00:00,Airport,7,0,3,100,57,43
2024-01-26 04:00:00,Metro Station,1,0,0,150,16,134
2024-01-26 04:00:00,Tech Park,4,0,3,50,13,37
2024-01-26 04:00:00,Metro Station,2,0,2,100,17,83
2024-01-26 07:00:00,Tech Park,9,0,5,150,106,44
2024-01-26 08:00:00,City Center,5,0,3,150,60,90
2024-01-26 10:00:00,Tech Park,3,1,3,100,48,52
2024-01-26 10:00:00,Cricket Stadium,2,0,5,150,20,130
2024-01-26 11:00:00,Metro Station,1,0,3,150,9,141
2024-01-26 12:00:00,Tech Park,9,0,1,100,77,23
2024-01-26 13:00:00,Tech Park,3,0,2,100,26,74
2024-01-26 14:00:00,Tech Park,2,0,0,100,18,82
2024-01-26 14:00:00,Tech Park,9,0,4,100,76,24
2024-01-26 15:00:00,Cricket Stadium,9,0,0,150,113,37
2024-01-26 15:00:00,Airport,9,0,1,200,146,54
2024-01-26 16:00:00,Railway Station,10,0,5,150,117,33
2024-01-26 16:00:00,Airport,10,0,0,100,79,21
2024-01-26 16:00:00,Shopping Mall,5,1,2,75,44,31
2024-01-26 17:00:00,City Center,7,0,6,150,85,65
2024-01-26 18:00:00,Railway Station,10,0,6,200,155,45
2024-01-26 19:00:00,Airport,3,0,4,75,16,59
2024-01-26 22:00:00,Railway Station,6,0,3,150,75,75
2024-01-27 01:00:00,Railway Station,2,0,3,150,29,121
2024-01-27 02:00:00,Airport,8,0,5,100,67,33
2024-01-27 03:00:00,City Center,1,0,4,75,3,72
2024-01-27 03:00:00,Railway Station,3,0,3,75,17,58
2024-01-27 04:00:00,Tech Park,9,0,2,150,108,42
2024-01-27 05:00:00,City Center,10,0,2,150,124,26
2024-01-27 06:00:00,Railway Station,6,0,3,75,36,39
2024-01-27 07:00:00,Railway Station,5,0,5,75,27,48
2024-01-27 07:00:00,Airport,3,0,6,100,19,81
2024-01-27 09:00:00,Airport,3,0,5,50,13,37
2024-01-27 12:00:00,Airport,2,0,1,100,13,87
2024-01-27 12:00:00,Shopping Mall,1,0,0,100,9,91
2024-01-27 12:00:00,City Center,7,0,5,100,53,47
2024-01-27 13:00:00,City Center,4,0,3,150,48,102
2024-01-27 14:00:00,Shopping Mall,6,0,2,50,21,29
2024-01-27 14:00:00,Shopping Mall,2,0,0,100,19,81
2024-01-27 15:00:00,Shopping Mall,2,0,5,150,25,125
2024-01-27 16:00:00,Airport,9,1,1,100,94,6
2024-01-27 17:00:00,Metro Station,3,0,6,100,26,74
2024-01-27 18:00:00,Shopping Mall,4,0,0,150,43,107
2024-01-27 21:00:00,Railway Station,2,0,2,150,21,129
2024-01-28 00:00:00,Shopping Mall,8,0,2,100,65,35
2024-01-28 05:00:00,Cricket Stadium,3,0,0,200,50,150
2024-01-28 06:00:00,Metro Station,10,0,6,200,164,36
2024-01-28 06:00:00,Tech Park,3,0,6,50,15,35
2024-01-28 08:00:00,City Center,8,0,2,150,92,58
2024-01-28 08:00:00,City Center,8,0,5,100,64,36
2024-01-28 09:00:00,Cricket Stadium,8,0,4,150,97,53
2024-01-28 09:00:00,Shopping Mall,3,0,1,100,27,73
2024-01-28 11:00:00,Tech Park,6,0,5,75,31,44
2024-01-28 12:00:00,Tech Park,7,0,2,100,58,42
2024-01-28 13:00:00,Airport,7,0,2,150,86,64
2024-01-28 14:00:00,City Center,8,1,2,100,84,16
2024-01-28 16:00:00,Airport,9,0,5,150,105,45
2024-01-28 16:00:00,Metro Station,4,0,0,150,52,98
2024-01-28 17:00:00,Railway Station,9,0,0,100,70,30
2024-01-28 17:00:00,Airport,5,0,6,100,39,61
2024-01-28 18:00:00,City Center,1,0,4,200,20,180
2024-01-28 18:00:00,Cricket Stadium,1,0,5,100,3,97
2024-01-28 19:00:00,Airport,9,0,4,50,34,16
2024-01-28 19:00:00,Tech Park,1,0,1,150,9,141
2024-01-28 19:00:00,Airport,3,0,5,100,20,80
2024-01-28 19:00:00,City Center,5,1,4,200,119,81
2024-01-28 21:00:00,Metro Station,4,0,5,100,30,70
2024-01-28 21:00:00,Metro Station,2,0,2,150,23,127
2024-01-28 22:00:00,Railway Station,4,0,2,100,32,68
2024-01-29 00:00:00,Tech Park,9,0,1,100,77,23
2024-01-29 02:00:00,Cricket Stadium,1,0,0,50,2,48
2024-01-29 03:00:00,Airport,1,0,5,200,19,181
2024-01-29 03:00:00,Railway Station,7,0,5,200,109,91
2024-01-29 05:00:00,Airport,3,0,6,150,36,114
2024-01-29 05:00:00,Cricket Stadium,10,0,5,75,62,13
2024-01-29 06:00:00,City Center,8,0,5,150,100,50
2024-01-29 07:00:00,Railway Station,7,0,4,150,89,61
2024-01-29 09:00:00,Railway Station,10,0,3,50,41,9
2024-01-29 09:00:00,Cricket Stadium,8,1,6,150,126,24
2024-01-29 10:00:00,Tech Park,9,0,5,150,107,43
2024-01-29 14:00:00,Airport,8,0,3,75,46,29
2024-01-29 14:00:00,Railway Station,9,0,2,50,39,11
2024-01-29 15:00:00,City Center,1,0,0,100,13,87
2024-01-29 15:00:00,Tech Park,1,0,1,100,11,89
2024-01-29 16:00:00,Railway Station,9,0,4,100,75,25
2024-01-29 16:00:00,Airport,4,0,5,150,49,101
2024-01-29 16:00:00,Cricket Stadium,1,0,4,150,8,142
2024-01-29 16:00:00,Tech Park,1,0,3,150,16,134
2024-01-29 21:00:00,Metro Station,9,0,0,200,148,52
2024-01-29 22:00:00,Railway Station,1,0,5,75,1,74
2024-01-30 00:00:00,Tech Park,9,0,6,100,68,32
2024-01-30 03:00:00,City Center,8,0,1,150,98,52
2024-01-30 05:00:00,Shopping Mall,4,0,3,100,35,65
2024-01-30 05:00:00,Tech Park,10,0,5,75,56,19
2024-01-30 05:00:00,Cricket Stadium,5,0,4,75,26,49
2024-01-30 06:00:00,Airport,1,0,4,150,15,135
2024-01-30 06:00:00,City Center,6,1,5,200,140,60
2024-01-30 07:00:00,City Center,6,0,0,75,37,38
2024-01-30 07:00:00,Cricket Stadium,8,0,3,100,67,33
2024-01-30 09:00:00,Airport,10,0,3,150,120,30
2024-01-30 09:00:00,Airport,2,1,3,100,34,66
2024-01-30 10:00:00,Cricket Stadium,5,0,4,75,32,43
2024-01-30 11:00:00,Tech Park,8,0,0,100,68,32
2024-01-30 13:00:00,Railway Station,5,0,1,75,25,50
2024-01-30 15:00:00,Metro Station,8,0,1,50,34,16
2024-01-30 16:00:00,Cricket Stadium,6,0,3,100,43,57
2024-01-30 16:00:00,Railway Station,3,0,5,100,26,74
2024-01-30 19:00:00,Airport,1,0,0,150,15,135
2024-01-30 20:00:00,Railway Station,10,0,5,150,123,27
2024-01-30 20:00:00,Shopping Mall,4,0,5,50,14,36
2024-01-30 23:00:00,Metro Station,6,0,5,100,51,49
2024-01-30 23:00:00,Railway Station,4,0,0,150,43,107
2024-01-31 02:00:00,Cricket Stadium,1,0,5,75,4,71
2024-01-31 03:00:00,Airport,8,0,0,100,69,31
2024-01-31 04:00:00,Shopping Mall,6,0,4,100,52,48
2024-01-31 06:00:00,Cricket Stadium,9,0,2,100,72,28
2024-01-31 07:00:00,City Center,9,0,3,100,67,33
2024-01-31 07:00:00,Railway Station,1,0,3,100,9,91
2024-01-31 07:00:00,Metro Station,4,0,4,150,52,98
2024-01-31 08:00:00,Railway Station,6,0,6,75,38,37
2024-01-31 09:00:00,Railway Station,3,0,1,75,18,57
2024-01-31 09:00:00,Cricket Stadium,9,0,1,100,76,24
2024-01-31 09:00:00,Shopping Mall,8,0,1,100,65,35
2024-01-31 14:00:00,Cricket Stadium,9,1,5,100,92,8
2024-01-31 17:00:00,City Center,9,0,2,50,37,13
2024-01-31 17:00:00,City Center,9,0,1,200,146,54
2024-01-31 17:00:00,Cricket Stadium,5,0,6,100,38,62
2024-01-31 17:00:00,Tech Park,3,0,0,200,48,152
2024-01-31 18:00:00,Railway Station,2,0,6,200,28,172
2024-01-31 19:00:00,Airport,6,0,6,150,75,75
2024-01-31 20:00:00,Airport,2,0,1,150,22,128
2024-01-31 21:00:00,Airport,8,0,5,75,48,27
2024-01-31 22:00:00,Metro Station,1,0,3,150,16,134
2024-01-31 23:00:00,Cricket Stadium,7,0,5,150,88,62
2024-02-01 00:00:00,Metro Station,8,0,5,100,60,40
2024-02-01 01:00:00,Railway Station,2,0,4,75,15,60
2024-02-01 04:00:00,Shopping Mall,10,0,0,75,55,20
2024-02-01 04:00:00,City Center,3,0,3,75,14,61
2024-02-01 04:00:00,Cricket Stadium,3,0,5,75,13,62
2024-02-01 05:00:00,Cricket Stadium,6,0,3,75,37,38
2024-02-01 06:00:00,City Center,6,0,1,150,68,82
2024-02-01 06:00:00,Tech Park,8,0,2,75,47,28
2024-02-01 07:00:00,Airport,10,0,0,150,123,27
2024-02-01 07:00:00,Cricket Stadium,4,0,4,75,19,56
2024-02-01 08:00:00,Airport,9,0,3,100,68,32
2024-02-01 09:00:00,Airport,4,0,1,150,53,97
2024-02-01 09:00:00,Railway Station,10,0,0,75,62,13
2024-02-01 10:00:00,Airport,10,0,4,100,79,21
2024-02-01 10:00:00,Cricket Stadium,4,0,2,75,27,48
2024-02-01 11:00:00,Metro Station,7,0,0,50,30,20
2024-02-01 12:00:00,Tech Park,7,0,3,150,88,62
2024-02-01 13:00:00,Cricket Stadium,8,0,1,100,66,34
2024-02-01 13:00:00,Shopping Mall,3,0,1,150,38,112
2024-02-01 15:00:00,Shopping Mall,3,0,0,150,39,111
2024-02-01 16:00:00,Railway Station,8,0,3,150,96,54
2024-02-01 19:00:00,Airport,4,0,2,150,46,104
2024-02-01 22:00:00,Tech Park,2,0,2,150,28,122
2024-02-01 23:00:00,City Center,5,0,0,75,27,48
2024-02-01 23:00:00,City Center,10,0,4,75,63,12
2024-02-02 00:00:00,Railway Station,2,0,1,150,28,122
2024-02-02 00:00:00,Metro Station,5,0,3,50,15,35
2024-02-02 01:00:00,City Center,2,0,1,100,11,89
2024-02-02 01:00:00,Cricket Stadium,6,0,0,50,28,22
2024-02-02 01:00:00,City Center,6,0,5,100,52,48
2024-02-02 03:00:00,Metro Station,4,0,0,50,12,38
2024-02-02 03:00:00,Shopping Mall,1,0,1,50,1,49
2024-02-02 04:00:00,Tech Park,5,0,1,75,34,41
2024-02-02 04:00:00,Airport,4,0,0,150,52,98
2024-02-02 05:00:00,Cricket Stadium,6,0,4,50,22,28
2024-02-02 05:00:00,Railway Station,5,0,1,100,38,62
2024-02-02 09:00:00,Airport,2,0,3,150,21,129
2024-02-02 11:00:00,Railway Station,6,0,5,100,50,50
2024-02-02 11:00:00,Airport,5,0,6,75,35,40
2024-02-02 12:00:00,Metro Station,9,0,6,150,111,39
2024-02-02 15:00:00,City Center,9,0,3,150,109,41
2024-02-02 15:00:00,City Center,5,0,1,100,37,63
2024-02-02 16:00:00,Metro Station,3,0,3,75,13,62
2024-02-02 16:00:00,Tech Park,1,0,5,150,10,140
2024-02-02 18:00:00,Metro Station,8,0,4,150,99,51
2024-02-02 19:00:00,Railway Station,1,1,1,150,41,109
2024-02-02 21:00:00,Cricket Stadium,5,1,1,200,115,85
2024-02-02 22:00:00,Railway Station,2,0,1,200,29,171
2024-02-02 23:00:00,Shopping Mall,9,0,1,75,59,16
2024-02-03 00:00:00,Metro Station,1,0,5,50,8,42
2024-02-03 05:00:00,Metro Station,5,0,1,75,33,42
2024-02-03 05:00:00,Airport,8,0,3,150,99,51
2024-02-03 05:00:00,Tech Park,8,0,0,75,45,30
2024-02-03 05:00:00,Railway Station,6,0,3,75,35,40
2024-02-03 06:00:00,City Center,10,0,5,150,116,34
2024-02-03 08:00:00,Metro Station,1,0,6,75,2,73
2024-02-03 09:00:00,Metro Station,1,0,5,100,11,89
2024-02-03 09:00:00,Railway Station,2,0,4,75,7,68
2024-02-03 10:00:00,Metro Station,1,0,4,200,18,182
2024-02-03 11:00:00,Metro Station,8,0,3,200,125,75
2024-02-03 11:00:00,Tech Park,8,0,0,100,64,36
2024-02-03 12:00:00,Cricket Stadium,3,0,2,150,38,112
2024-02-03 12:00:00,Airport,9,0,5,75,57,18
2024-02-03 13:00:00,City Center,4,0,2,75,23,52
2024-02-03 14:00:00,Tech Park,6,0,6,100,48,52
2024-02-03 16:00:00,Tech Park,4,0,0,150,48,102
2024-02-03 17:00:00,Tech Park,7,1,1,50,36,14
2024-02-03 17:00:00,City Center,6,1,5,50,38,12
2024-02-03 18:00:00,Railway Station,4,0,3,100,27,73
2024-02-03 18:00:00,Cricket Stadium,8,0,2,50,29,21
2024-02-03 19:00:00,Shopping Mall,10,0,5,75,62,13
2024-02-03 20:00:00,Tech Park,9,1,0,150,136,14
2024-02-03 21:00:00,Airport,6,0,5,100,44,56
2024-02-03 23:00:00,Cricket Stadium,9,1,0,150,136,14
2024-02-03 23:00:00,Tech Park,5,0,0,75,27,48
2024-02-03 23:00:00,Metro Station,4,0,0,200,64,136
2024-02-04 01:00:00,Metro Station,4,0,5,150,51,99
2024-02-04 02:00:00,Railway Station,8,0,5,100,62,38
2024-02-04 03:00:00,Tech Park,9,0,4,75,56,19
2024-02-04 03:00:00,Cricket Stadium,9,0,0,50,36,14
2024-02-04 04:00:00,Cricket Stadium,7,1,4,100,74,26
2024-02-04 05:00:00,Railway Station,10,0,5,50,38,12
2024-02-04 05:00:00,City Center,10,0,1,150,116,34
2024-02-04 07:00:00,Cricket Stadium,4,0,4,100,35,65
2024-02-04 08:00:00,Metro Station,4,0,6,150,50,100
2024-02-04 08:00:00,Railway Station,10,0,3,100,79,21
2024-02-04 08:00:00,Cricket Stadium,8,0,3,150,92,58
2024-02-04 08:00:00,Shopping Mall,6,0,1,75,33,42
2024-02-04 08:00:00,City Center,5,0,0,150,65,85
2024-02-04 09:00:00,Cricket Stadium,3,1,6,100,46,54
2024-02-04 09:00:00,Cricket Stadium,4,1,2,100,47,53
2024-02-04 10:00:00,Airport,9,0,6,75,51,24
2024-02-04 11:00:00,Metro Station,10,0,6,150,125,25
2024-02-04 12:00:00,Tech Park,3,0,5,100,28,72
2024-02-04 15:00:00,Railway Station,8,0,3,200,132,68
2024-02-04 16:00:00,Metro Station,8,0,1,100,62,38
2024-02-04 16:00:00,Shopping Mall,8,0,4,200,123,77
2024-02-04 17:00:00,Railway Station,4,0,3,75,27,48
2024-02-04 18:00:00,Metro Station,3,0,3,75,19,56
2024-02-04 18:00:00,City Center,5,0,2,100,41,59
2024-02-04 18:00:00,City Center,8,0,4,100,68,32
2024-02-04 18:00:00,Metro Station,8,0,6,75,48,27
2024-02-04 19:00:00,Railway Station,9,0,0,100,68,32
2024-02-04 21:00:00,Metro Station,7,0,1,75,44,31
2024-02-04 22:00:00,Shopping Mall,1,0,6,75,5,70
2024-02-04 22:00:00,Tech Park,10,0,4,100,78,22
2024-02-04 22:00:00,Cricket Stadium,2,0,2,150,22,128
2024-02-04 23:00:00,Metro Station,6,0,3,50,28,22
2024-02-05 01:00:00,Metro Station,3,0,6,100,26,74
2024-02-05 02:00:00,Cricket Stadium,10,1,4,100,100,0
2024-02-05 02:00:00,City Center,9,0,3,100,69,31
2024-02-05 02:00:00,Tech Park,1,0,6,75,4,71
2024-02-05 03:00:00,City Center,5,0,3,150,58,92
2024-02-05 03:00:00,Shopping Mall,3,0,4,100,21,79
2024-02-05 05:00:00,City Center,8,0,4,75,48,27
2024-02-05 05:00:00,Shopping Mall,4,0,6,100,28,72
2024-02-05 07:00:00,Shopping Mall,4,0,2,150,47,103
2024-02-05 07:00:00,Tech Park,8,1,1,150,126,24
2024-02-05 07:00:00,Shopping Mall,7,0,3,100,59,41
2024-02-05 07:00:00,Shopping Mall,1,0,6,150,13,137
2024-02-05 08:00:00,Tech Park,2,0,5,50,4,46
2024-02-05 08:00:00,Cricket Stadium,7,1,3,75,59,16
2024-02-05 13:00:00,City Center,4,0,2,100,29,71
2024-02-05 15:00:00,Airport,2,0,1,50,13,37
2024-02-05 18:00:00,Tech Park,2,0,6,100,11,89
2024-02-05 19:00:00,Tech Park,3,0,5,75,18,57
2024-02-05 21:00:00,Tech Park,6,0,3,75,32,43
2024-02-05 21:00:00,Railway Station,5,0,6,50,17,33
2024-02-05 22:00:00,Railway Station,2,0,1,150,26,124
2024-02-06 00:00:00,Tech Park,9,0,5,50,32,18
2024-02-06 01:00:00,City Center,9,0,0,75,58,17
2024-02-06 01:00:00,Tech Park,8,0,1,75,44,31
2024-02-06 01:00:00,Metro Station,4,0,3,75,24,51
2024-02-06 01:00:00,Railway Station,1,0,5,150,10,140
2024-02-06 03:00:00,Tech Park,1,0,5,75,9,66
2024-02-06 04:00:00,City Center,6,0,0,150,75,75
2024-02-06 06:00:00,Cricket Stadium,3,0,4,150,39,111
2024-02-06 06:00:00,City Center,1,0,0,100,12,88
2024-02-06 07:00:00,Airport,3,0,2,150,36,114
2024-02-06 07:00:00,Tech Park,8,0,1,150,96,54
2024-02-06 08:00:00,Shopping Mall,6,0,1,75,35,40
